pmcid,pmid,license,abstract
PMC8407889,34522416,"© Copyright 2021, Sultan Qaboos University Medical Journal, All Rights Reserved.","Schwannomas are typically benign tumours of the peripheral nerves. However, they seldom arise from the obturator nerve. We report a case of an uncommon swelling (2.5 × 3.5 cm) in a 65-year-old male cadaver, found during a routine dissection session for first Bachelor of Medicine and Surgery students in the Department of Anatomy, Kasturba Medical College, Manipal, India, in 2019. It was seen originating from the left obturator nerve in the pelvis at the level of the sacral promontory. Histopathological investigation revealed a schwannoma. The hypocellular tumour was arranged in a sweeping fascicle pattern with patches of myxoid degeneration. Obturator schwannomas, though rare, can exist in cadavers, as seen in the present case. Hence, it should be considered as a differential diagnosis for clinical cases of pelvic masses and eliminated only after thorough radiological examination. Knowledge about the existence of such schwannomas is therefore essential."
PMC8426048,34511835,"Society of Indian Hand & Microsurgeons. All rights reserved. Thieme Medical and Scientific Publishers Pvt. Ltd., A-12, 2nd Floor, Sector 2, Noida-201301 UP, India.","Heparin-induced thrombocytopenia (HIT) is an underestimated complication of heparin treatment. Flap loss and related morbidity (even mortality) are caused by occlusion of the capillary vessels by a highly immunogenic complex formed by adherence of antiheparin antibodies to platelet factor 4. Early suspicion and effective treatment of HIT developing in two free flaps are described. We report on the management of two patients with HIT. Both patients were treated successfully by early suspicion and hematology consultation. Heparin products were discontinued; the patients were switched to a nonheparin anticoagulant. We emphasize the importance of early diagnosis, hematologist assessment, and a change to a nonheparin anticoagulant to prevent flap failure and possibly the catastrophic consequences of such failure."
PMC8426038,34511834,"Society of Indian Hand & Microsurgeons. All rights reserved. Thieme Medical and Scientific Publishers Pvt. Ltd., A-12, 2nd Floor, Sector 2, Noida-201301 UP, India.","Periungual fibromas are benign nodules commonly found on acral digital areas that are commonly associated with tuberous sclerosis. They vary in size and are challenging to treat, with a high recurrence rate. We present a case of a patient with a periungual fibroma, which by virtue of its size, was of functional concern. The intraoperative findings and their implications on the clinical outcome, together with a literature review on other treatment modalities, are also presented."
PMC8426049,34511833,"Society of Indian Hand & Microsurgeons. All rights reserved. Thieme Medical and Scientific Publishers Pvt. Ltd., A-12, 2nd Floor, Sector 2, Noida-201301 UP, India.","Major limb replantation is a formidable task, especially in the pediatric setting. While meticulous microsurgical technique is required in the operating room, the authors aim to highlight the importance of postoperative rehabilitation therapy for optimal function. We highlight the case of a 12-year-old boy who suffered complete traumatic amputation through the distal left forearm. The limb was successfully replanted with successful restoration of sensation and function with the aid of intensive postoperative occupational therapy. A multidisciplinary team is of paramount importance to maximize function of a replanted upper extremity."
PMC8414321,34511825,© 2020 Indian National Association for Study of the Liver. Published by Elsevier B.V.,"Metabolic associated fatty liver disease, previously known as nonalcoholic fatty liver disease, is the most common cause of chronic liver disease across all ethnic groups; however, it remains enormously underestimated. 1 , 2 Sepsis, hepatotoxic medications and malnutrition in the acute settings on top of unknown cirrhosis can lead to decompensation and various metabolic complications. Pyroglutamic acidosis is a rarely recognised cause for unexplained high anion gap metabolic acidosis that is felt to be frequently underdiagnosed. Particular patients at risk include women, the elderly, those on regular paracetamol and those suffering with malnourishment or sepsis. Other risk factors include alcohol abuse and chronic liver disease (3). We present the case of a patient with recurrent episodes of pyroglutamic acidosis and encephalopathy in the context of undiagnosed nonalcoholic fatty liver disease with cirrhosis."
PMC8414313,34511824,© 2020 Indian National Association for Study of the Liver. Published by Elsevier B.V. All rights reserved.,"Alkaline phosphatase (AP) is a membrane bound enzyme and when it is elevated in blood, it is mostly due to either hepatobiliary or bone diseases. We report isolated intestinal hyperphosphatasemia (IAP) in two sisters. Both sisters presented with identical trends of isolated AP elevation. Both underwent extensive workup for liver diseases including cholangiograms, and none was identified. Subsequent isoenzyme electrophoresis showed that 45%-56% of the elevated AP was due to IAP. This elevation of the intestinal AP is consistent with a rare hereditary biochemical abnormality, benign familial intestinal hyperphosphatemia. This condition should be considered in the differential diagnosis of otherwise isolated serum AP levels to avoid unnecessary investigations."
PMC8414326,34511823,© 2021 Indian National Association for Study of the Liver. Published by Elsevier B.V. All rights reserved.,"Alpha-fetoprotein (AFP) is a glycoprotein secreted by the embryonic liver and is expressed in tumours with high mitotic index such as hepatocellular carcinoma (HCC) and germ cell tumours. Detection of elevated AFP is strongly associated with underlying HCC or occasionally germ cell tumour. Modest elevation of AFP can be observed in patients with chronic viral hepatitis particularly with active replication. Very rarely, incidental detection of raised AFP in a genetically susceptible individuals has been reported in the absence of the underlying malignant process. This condition is termed as hereditary persistence of AFP (HPAFP), a rare disorder with an autosomal dominant pattern of inheritance. HPAFP should be suspected in patients with high AFP in the absence of radiological evidence of HCC or germ cell tumour. The diagnosis is confirmed by the identification of AFP gene mutation. AFP gene is located in the long arm of chromosome 4. The most common single-nucleotide polymorphism in HPAFP is 119 G > A, rs587776861, interestingly reported only in six family clusters worldwide. Despite being described as a benign disorder, its implication in patients with underlying chronic liver disease needs further clarification. Here, we describe 3 patients in their forties with chronic liver disease and persistently elevated levels of AFP, where genetic studies confirmed HPAFP. None of our patients had HCC despite extensive investigations."
PMC7775008,34506430,open access (CC),"Colonoscopy is considered a gold standard tool for the diagnostic evaluation of colorectal diseases. Bowel preparation, a pre-requisite for colonoscopy, usually involves ingestion of purgatives for the cleansing of the bowel so that visualization is not obscured during the procedure. Commonly used preparations are sodium phosphate-based solutions, sodium picosulphate and polyethylene glycol. The use of such preparations is associated with electrolyte disturbances, commonly hyponatremia. Hyponatremia is usually seen with sodium phosphate based solutions and is rare with polyethylene glycol. Symptomatic hyponatremia, however, is rare following bowel preparation and is attributable to other factors as well, such as the age of patient, non-osmotic release of antidiuretic hormone and the procedure itself. In this report, we discuss a case of severe symptomatic hyponatremia observed in a 71-year-old gentleman who underwent polyethylene glycol based bowel preparation for colonoscopy."
PMC7775022,34506429,open access (CC),"Sertoli-Leydig cell tumor of the ovary is an unusual neoplasm that belongs to a group of sex cord-stromal tumors of the ovary and accounts for less than 0.5% of all primary ovarian neoplasms. They are often characterized by the presence of mass with androgen production and signs of virilization. Due to the substantially low incidence of Sertoli-Leydig cell tumors, information on clinical behavior, prognostic factors, and optimal management arelimited. Here in, we report a case of aprimary ovarian Sertoli-Leydig cell tumor in a 21-year-old student, previously diagnosed to have polycystic ovarian syndrome and subsequently congenital adrenal hyperplasia, who presented with a large abdominal mass and features of virilization along with elevated serum testosterone levels. Fertility sparing unilateral salpingo-oophorectomy was done and adjuvant chemotherapy was given after histopathology showed moderate to poorly differentiated Sertoli-Leydig cell tumor. Following surgery, her features of hyperandrogenism resolved and serum testosterone levels returned to normal."
PMC7775001,34506427,open access (CC),"Intestinal duplications are rare congenital anomaly found in pediatric age group. Although, ileum is the most common site, there are cases of colonic duplications even in the adult. We report a case of 43 years woman presented with chronic constipation, intermittent colicky abdomen pain and a cystic lump in left abdomen diagnosed as tubular duplication cyst of descending colon. Colonoscopy is a good investigation tool for diagnosis of colonic duplications; however, it may not be true in all cases. She was managed with left hemicolectomy and excision of cyst with uneventful post-operative days. This case has been reported as it is a rare condition."
PMC7775005,34506426,open access (CC),"A 20-year-old male presented to our OPD with stiffness in his right elbow. He gave a history of sustaining a fracture around the same elbow when he was 4 years old. He was treated operatively for the same. In the post-operative period, he did not undergo any physiotherapy. On examination, he had a fixed flexion deformity in his right elbow with a range of motion between 90 and 110 degrees. X-ray did not show any bony abnormalities and MRI revealed susceptibility artifacts in posterior aspect. The elbow was approached anteriorly releasing all the soft tissue contractures. The elbow was immobilised in extension in a plaster cast for 4 weeks. The patient was under regular physiotherapy after plaster removal in the post-operative period. At one year follow up, he has an elbow range of motion between 20 and 120 degrees."
PMC7775023,34506421,open access (CC),"Recurrent or persistent positivity of SARS-CoV-2 RNA in clinically recovered COVID-19 patients have been reported worldwide. However, replication competent live viruses were not recovered beyond two to three weeks from onset of symptoms in mild to severe cases of COVID-19. End stage renal disease is characterized by uremia induced immune dysfunction that increases the risk of infectious diseases including COVID-19. The clinical implications of recurrent or persistently positive SARS-CoV-2 RNA in immunocompromised patients are difficult to be generalized to findings as in immunocompetent patients. We report a case of end stage renal disease with recent history of recovered COVID-19 pneumonia, who again presented with positive reverse transcriptase- polymerase chain reaction (RT-PCR) test for SARS-CoV-2 RNA."
PMC7775025,34506416,open access (CC),"Groove pancreatitis is uncommon form of chronic pancreatitis common in patients with history of smoking and alcohol abuse. High index of suspicion is required as it may masquerade pancreatic ductal adenocarcinoma and both of these conditions are difficult to differentiate preoperatively. Pancreaticoduodenectomy has good outcome in patient with Groove pancreatitis. Hence, we are reporting a case report of Groove pancreatitis in 40 years gentleman, who was being managed by multiple endoscopic dilatations, later underwent pancreaticoduodenectomy for persistent symptoms. He had no perioperative morbidity and doing well in 24 months follow up."
PMC7775002,34506415,open access (CC),"Herpes zoster infection, commonly known as Shingles, is caused by reactivation of the Varicella-Zoster virus which may have remained latent in the dorsal root ganglia. HZI is characterized by prodromal symptoms of unilateral deep aching, burning pain followed by a maculopapular rash, vesicular eruptions, ulcers, and scab formations over the affected nerve distribution. The ophthalmic branch of the trigeminal nerve is more commonly involved in HZI than maxillary and mandibular branches; in particular, the maxillary involvement is rare. This is a case report of HZI in a 65-years-old male patient involving the maxillary division of the trigeminal nerve. This case highlights the importance of early diagnosis and prompt use of antivirals in managing orofacial HZI in dental practice."
PMC7775015,34506410,open access (CC),"A 4-year-old girl who presented with pain in the abdomen, subcutaneous nodule, fever and was later diagnosed with Takayasu arteritis . Oral corticosteroid and methotrexate were started. Childhood TA should be kept in differential diagnosis when presented with subcutaneous nodules and increased acute phase reactants."
PMC7774999,34506409,open access (CC),"Chordoma is a rare and locally aggressive tumor that arises from the notochordal remnants and has an incidence of 0.1/100000 per year. It has a predilection for the axial skeleton and is the most common primary malignant tumor of sacrum. The mainstay of treatment is wide surgical excision but there is a risk of recurrence due to the infiltrating nature of the tumor. Here, we report a case of a 56-years male who complained of pain over his sacral region for the past two years along with episodic urinary symptoms, constipation, and weakness of both legs. Seven years after undergoing surgery and radiotherapy for his sacral chordoma, he was diagnosed with recurrent sacral chordoma and planned for reoperation. Subtotal excision of the chordoma was done which significantly alleviated his symptoms postoperatively. Timely intervention helps to improve the quality of life in patients with either primary or recurrent sacral chordomas."
PMC7775020,34506405,open access (CC),"Breakage of tension band wires, used to treat the patella fracture, is not uncommon several years after the fracture fixation. Broken wires may migrate to surrounding neurovascular structures, other vital organs like heart and may cause potentially fatal complications. Once the wires have been broken, it is very difficult to remove the broken pieces of metal wires. We report a 50 years old male patient with broken tension band wires at multiple sites for patella fracture. The broken wires were removed 20 years after the initial surgery without any undue complications, however patient sustained significant soft tissue damage to remove all the pieces of broken wires that would otherwise have been removed without any undue complications immediately after fracture union."
PMC7775018,34506403,open access (CC),"A 49-year-old, perimenopausal nulliparous woman with lower abdominal pain and abnormal uterine bleeding. Clinical and radiological findings suggested a right adnexal tumor. CA-125 level was moderately elevated. Total abdominal hysterectomy with bilateral salpingo-oophorectomy was done. Peroperative findings revealed a soft to friable growth arising from right fallopian tube with no involvement of ovaries. Histopathologic examination confirmed it to be a high grade serous carcinoma, FIGO stage IA. The histomorphology resembled high grade serous carcinoma of ovary, however ovaries on both sides appeared unremarkable. Surgery was uneventful and the patient was discharged after seven days of hospital stay. She did not receive postoperative chemotherapy or radiotherapy and is under follow-up. The case is reported for its occurrence in an uncommon anatomic site and preoperative dilemma with relevant review of literature."
PMC8028524,34506399,open access (CC),"Posterior reversible encephalopathy syndrome is a clinical-radiological syndrome neurological disorder with varied symptoms which include headache, visual field defects, seizures, altered consciousness. It is a rare complication of post-streptococcal glomerulonephritis and results in life-threatening manifestations if not managed on time. Although reversible by definition, complications like status epilepticus, intracranial hemorrhage, and ischemic infarction may lead to mortality and morbidity. We report a case of a 9-year-old female patient with posterior reversible encephalopathy syndrome who presented with multiple episodes of seizures and bilateral painless loss of vision for 1 day. Due to her severity, a computed tomography scan was sent which revealed a hypodense lesion in the brain. She was admitted to the pediatric intensive care unit and managed with supportive care for 6 days where she died on the 6th day. Vital signs are simple but important and if overlooked can lead to a series of complicated events."
PMC8028518,34506397,open access (CC),"Congenital external canal atresia is one of the congenital ear anomalies that can occur in patients. Similarly, congenital cholesteatoma is also another congenital disease that is often diagnosed in early adulthood. Both the above-mentioned diseases can occur independently but the presence of both these entities is a rare occurrence and needs a high degree of suspicion aided by a computed tomography scan to make the diagnosis. We are presenting a case of a sixteen-year-old patient who presented with unilateral ear anomaly, earache, facial palsy, and postaural swelling and was diagnosed as a right sided congenital aural atresia with congenital cholesteatoma. He was surgically managed with right-sided modified radical mastoidectomy with canaloplasty and closure of mastoid fistula under general anesthesia."
PMC8028519,34506396,open access (CC),"Tracheoesophageal fistula is a challenging anomaly with a rare prevalence with symptoms mainly respiratory, sometimes digestive. We present a rare case of oesophageal atresia with distal Tracheoesophageal fistula in a female child whose mother presented with severe oligohydramnios on ultrasonography with intrauterine growth retardation before cesarean section. After the birth of preterm and very low birth weight neonate, we initially diagnosed as respiratory distress syndrome with a club foot. However, we diagnosed oesophageal atresia with distal Tracheoesophageal fistula on the 2nd day as nasogastric tube insertion was failed beyond 10cm and confirmed by X-ray with a rubber catheter. Right thoracotomy with ligation of the fistula with end to end anastomosis was performed successfully without complications. Breastfeeding initiated and the child discharged after she started gaining weight. Early post-operation complication (anastomotic stricture) was noticed after 2 weeks; however, corrected with endoscopic balloon dilatation. Currently, the child is healthy weighing 10kgs at 18 months of age."
PMC8028520,34506395,open access (CC),"Quadriceps tendon rupture usually occurs in adults and is rare in children. A six-year-old boy was playing at home and had a fall. He was unable to extend his right knee but there was no gap felt over the patella tendon or quadriceps. He was first seen by a family doctor and presented late to the surgeon three months after the injury. Radiographs and ultrasound were performed. The magnetic resonance imaging confirmed the findings of partial quadriceps tear. The patient was put in a cylinder case with the knee in extension for two months. Six months post-injury, he regained full range of motion without any complications. We present an unusual case of partial quadriceps tear in an otherwise healthy six-year-old boy that was treated successfully despite a delayed presentation. Besides a high index of suspicion, magnetic resonance imaging is a good modality to detect partial quadriceps tear in children."
PMC8028511,34506390,open access (CC),"The Delphinium species herb, common name 'Nirmasi' in Nepal, is one of the community level flower herbs used as medicinal ingredients in various clinical problems in Manang District and other Himalayan parts of Nepal. Roots of the plants from the genus Delphinium have been used for a long time for headache, epilepsy, mania, paralysis, rheumatism, toothache, and various types of pain. However, many species of Delphinium are poisonous and look quite similar in morphology to the beneficial ones. As a result, accidental poisoning is common. Poisoning due to these plants results in symptoms due to gastric irritation, competitive neuromuscular blockade, and cardiotoxicity caused by various alkaloids present in them. We report here a case of poisoning due to Delphinium species ingestion presenting as hypotension and bradycardia managed successfully with symptomatic treatment."
PMC8416207,34504732,Thieme. All rights reserved.,"A Silver syndrome is a rare autosomal dominant spastic paraparesis in which spasticity of the lower limbs is accompanied by amyotrophy of the small hand muscles. The causative gene is the Berardinelli-Seip congenital lipodystrophy 2 ( BSCL2) , which is related to a spectrum of neurological phenotypes. In the current study, we presented a 14-year-old male with a slowly progressive spastic paraparesis with urinary incontinence that later on exhibited atrophy and weakness in the thenar and dorsal interosseous muscles. Magnetic resonance imaging (MRI) revealed discrete atrophy of the corpus callosum isthmus and an extended next-generation sequencing panel identified a de novo heterozygous mutation in BSCL2 gene, c.269C > T p.(S90L). Various clinical expression and incomplete penetrance of BSCL2 gene mutations complicate the establishment of a genetic etiology for these cases. Therefore, Silver syndrome should be included in the differential diagnosis if the initial presentation is a spastic paraparesis by urinary involvement with childhood-onset, even with MRI atypical findings. This report described the first Iberian Silver syndrome case carrying a de novo c.269C > T p. (S90L) BSCL2 gene mutation."
PMC8416189,34504731,Thieme. All rights reserved.,"We reported on a 3-year-old girl child patient with the presence of trigonocephaly, broad nasal bridge, flattened occiput, and midface hypoplasia. Formal assessment of her development profile demonstrated expressive and receptive language delays, fine and gross motor delays, and no imaginative or symbolic representative play. Investigation of the etiology of her developmental delays revealed a genetic diagnosis of a 9p24 deletion by chromosomal microarray analysis. The possibility of an additional co-occurring disorder of autism spectrum disorder (ASD) was also raised by a referring clinician. This case report highlighted the clinical dilemma of diagnosing ASD in those with existing genetic syndromes."
PMC8416190,34504730,Thieme. All rights reserved.,"Inverted duplications deletions are rare, complex, and nonrecurrent chromosomal rearrangements associated with a variable phenotype. In this case report, we described the phenotype and genotype of a 14-week-old male fetus, who was aborted after discovery of multiple anomalies (septal cystic hygroma, open abdominal wall, and a nonidentifiable lower limb). At autopsy, fluorescence in situ hybridization and array comparative genomic hybridization identified an inverted duplication with terminal deletion of 4p [46,XY,der(4)del(p16.3)dup(4)(p15.2p16.3)]. Only five genotypically similar cases have been reported, and we hope our case contribution will add meaningful to the body of knowledge."
PMC8416230,34504729,Thieme. All rights reserved.,"17p13.3 microduplication syndrome has been associated with a clinical spectrum of phenotypes, and depending on the genes involved in the microduplication, it is categorized into two classes (Class I and Class II). We herein, describe two patients diagnosed with Class I 17p13.3 microduplication by BACs-on-Beads (BoBs) assay and further confirmed by fluorescence in situ hybridization (FISH). Our patients (Patient 1: 4-year-old male; Patient 2: 2-year-old male) presented with developmental delay, intellectual disability, and dysmorphic facial features. When compared with the literature, our patients manifested distinctive features (Patient 1: primary hypothyroidism; Patient 2: bilateral cryptorchidism) that were not previously described in the duplication 17p13.3 spectrum."
PMC8416192,34504728,Thieme. All rights reserved.,"Mutations in the DHDDS gene (MIM: 617836), encoding a subunit of dehydrodolichyl diphosphate synthase complex, have been recently implicated in very rare neurodevelopmental diseases. In total, five individuals carrying two de novo mutations in DHDDS have been reported so far, but genotype-phenotype correlations remain elusive. We reported a boy with a de novo mutation in DHDDS (NM_205861.3: c.G632A; p.Arg211Gln) featuring a complex neurological phenotype, including mild intellectual disability, impaired speech, complex hyperkinetic movements, and refractory epilepsy. We defined the electroclinical and movement disorder phenotype associated with the monoallelic form of the DHDDS -related neurodevelopmental disease and possible underlying dominant-negative mechanisms."
PMC7654496,34504376,open access (CC),"Obstructed Hemivagina and Ipsilateral Renal Anomaly syndrome is a rare obstructive uterovaginal anomaly involving both mesonephric and paramesonephric ducts. It usually presents after menarche with non-specific symptoms like pelvic pain, dysmenorrhea, or paravaginal mass and examination findings of paravaginal or pelvic mass. Because of non-specific symptoms and signs, the diagnosis is usually overlooked, which leads to complications like endometriosis, tubo-ovarian abscess compromising patientâ€™s fertility, and quality of life. Therefore, in presence of these nonspecific clinical features along with imaging findings of uterine didelphys and unilateral renal agenesis, this syndrome should be considered in the diagnosis. We present a case of a 17-year-old lady with Obstructed Hemivagina and Ipsilateral Renal Anomaly syndrome, diagnosed by finding of paravaginal mass on examination and uterine didelphys with ipsilateral renal agenesis in USG and managed successfully by resection of vaginal septum. Keywords: ipsilateral renal anomaly;paravaginal mass;uterovaginal anomaly."
PMC7654476,34504375,open access (CC),"Vitamin B12 deficiency can present with variable hematological, neuropsychiatric, and mucocutaneous changes. Hyperpigmentation, specifically involving the knuckles has been described in vitamin B12 deficiency, but usually,these patients are symptomatic with systemic manifestations like megaloblastic anemia, pancytopenia, or neurological deficits. Here, we are reporting a case of nutritional vitamin B12 deficiency, who presented with isolated knuckle pigmentation and was successfully treated with oral therapy. This case also highlights the importance of recognizing this cutaneous sign as an early marker of vitamin B12 deficiency; thereby enabling the clinician to treat the disease before it leads to irreversible neurological complications. Keywords: knuckle pigmentation;treatment;vitamin B12 deficiency."
PMC7654483,34504372,open access (CC),"Acquired elastotic hemangioma is a hemangioma variant which was first described in 2002. Usually it is characterized by being a benign, solitary, slow growing lesion and associated with solar exposure but here we discuss a case of 50 years old male from Australia, who had multiple pigmented and violaceous lesions on the back which he had noticed for 5 years. The cases of multiple lesions are reported few in the literature. The lesions had characteristic clinical dermatoscopic feature showing typical violaceous lesions with widespread shiny white structure without any vessels. Histopathology revealed band like proliferation of blood vessels involving superficial dermis arranged horizontally parallel to the epidermisalong with elastosis in dermis. Treatment was done through surgical excision with no relapse reported. Keywords: acquired elastotic hemangioma;basal cell carcinoma;elastosis."
PMC7654490,34504362,open access (CC),"Stevens-Johnson syndrome and Toxic Epidermal Necrolysis are acute mucocutaneous reactions hallmark of which is widespread necrosis and detachment of epidermis. SJS/TEN fall under the single disease spectrum with an incidence rate of 1.0 to 6.0 per 1000000 and 0.4 to 1.2 per 1000000 respectively. Here, we present a case of a 46 years female who developed a generalized erythematous rash over her body, 26 days after being exposed to phenytoin and sodium valproate. Given the strong association between SJS and antiepileptic drugs, and the usual presentation being within the first eight weeks of exposure to susceptible medications; we diagnosed her with SJS. Phenytoin and sodium valproate was withdrawn and she was managed with antihistamines and corticosteroids. She improved significantly within 15 days of our intervention. The mortality rates for SJS and TEN are up to 10% and 30-50% respectively. Early identification of SJS, discontinuation of triggering medicines, and prompt initiation of supportive therapy improve the prognosis. Keywords: adverse drug reactions;antiepileptic drugs;case report;stevens-johnson syndrome."
PMC8282159,34497965,© The Author(s) 2020.,"Total elbow arthroplasties (TEA) have become more prevalent as indications expand. However, TEA complications remain a treatment conundrum. One such complication, periprosthetic joint infections (PJIs) have been reported to occur in up to 12% of all TEA procedures. Irrigation and debridement with retention of hardware and antibiotic suppression has a high failure rate. Two stage revisions of TEA, while more morbid, is an effective approach with previous studies showing a 79% eradication rate. These cases are often associated with periprosthetic bone loss, adding to the surgical complexity. In our case report, we present the case of a 59 year old diabetic male with a primary TEA secondary to a distal humerus fracture who developed a deep infection and was successfully treated with explantation, cue ball antibiotic cement arthroplasty, and humeroradial revision. This case report will discuss the cue ball antibiotic spacer technique and humeroradial revision as a salvage procedure in TEA revisions in the setting of extensive ulnar bone loss."
PMC8282145,34497962,© The Author(s) 2020.,"Introduction: Reverse shoulder arthroplasty is a useful procedure with broadening applications, but it has the best outcomes when used for rotator cuff tear arthropathy. However, this procedure is not without complications. While scapular notching and aseptic loosening are more common complications that have been extensively studied in the literature, dissociation of the glenoid component and incomplete glenosphere seating has not received much attention. Specifically, little research has explored appropriate management of incomplete seating of the glenosphere component, and no gold standard for treatment of this complication has emerged. Methods: In the case described here, an elderly patient with an incompletely seated glenosphere component post-operatively opted to pursue conservative management in order to avoid revision surgery if possible. Results: The partially engaged, superiorly directed components in this case exhibited spontaneous complete and symmetric seating of the glenosphere between six and twelve months post-operatively, indicating that conservative management of this complication in low-demand patients may be a viable option to avoid the risks associated with revision surgery. Conclusion: Further research should be pursued to explore what patient and prosthesis design factors may be suited to observation with serial radiographs when incomplete seating of the glenosphere component occurs."
PMC8381340,34484695,Copyright: © 2021 Szejko N et al.,"Drug abuse may damage basal ganglia that are essential for planning and execution of movements. We report about the case of a 38-year old patient with ischemic lesions of the basal ganglia presenting with bilateral painful dystonia and parkinsonism caused by polyintoxication. Dronabinol resulted in improvement of pain and gait disturbance, suggesting a novel therapeutic strategy in these challenging patients."
PMC8558086,34495747,open access (CC),"Introduction: Echinocandin antifungal medications including micafungin are being used more commonly in the treatment of invasive fungal infections in both pediatric and adult patients. Micafungin is also a first-line therapeutic option for candidemia and antifungal prophylaxis in a variety of clinical settings. Hypersensitivity reactions have not been well described; however, isolated cases have been reported. No cases of desensitization to echinocandins have been previously described. Case Presentation: In this report, we described a 14-year-old female with high-risk pre-B cell acute lymphoblastic leukemia diagnosed with pulmonary aspergillosis. She developed a hypersensitivity reaction to micafungin, which was deemed first-line therapy for the infection. A rapid intravenous desensitization protocol was successfully completed without reactions. The patient completed the remaining 2 months of therapy without reactions. Conclusion: This report outlines the first report of a successful desensitization to micafungin or any echinocandin. This is a safe method of completing antifungal therapy in a patient with echinocandin hypersensitivity and may be considered for other patients with micafungin hypersensitivities."
PMC8389934,34476268,"© 2020 The Author(s). Published by Wolters Kluwer Health, Inc. on behalf of The American College of Gastroenterology.","Primary rectal lymphoma is extremely rare, accounting for approximately 0.05% of all primary rectal neoplasms. We present a patient with long-standing ulcerative colitis, who was never treated with immunomodulators or biologic agents, diagnosed with primary diffuse large B-cell lymphoma of the rectosigmoid colon, and achieved remission after chemotherapy. As per current data, incidence of primary colorectal lymphoma has been associated with medications used for inflammatory bowel disease treatment, such as thiopurine, methotrexate, or tumor necrosis factor-α antagonist, and not with the inflammation itself. Given the rarity of this phenomenon, more data should be gathered before determining that no such association exists."
PMC8329599,34471520,Copyright: © 2021 Mannoubi S et al.,"Ventricular non-compaction (VNC) is a rare myocardium disorder, which can be both genetic and sporadic. A poor wall compaction process or an excessive trabeculae formation may be at the genesis of myocardial hypertrabeculation with multiple recesses. It is often complicated by ventricular dysfunction, arrhythmias and cardiac embolism. Herein we report a case of a 20-year-old male patient with no particular past medical history who was followed up at the cardiology department for dyspnea. Echocardiography showed reduced ejection fraction of the left ventricle with potential hypertrabeculation in the right ventricle, confirmed by cardiac MRI. The patient was not put under medication and was later lost to follow-up. He died few months later without a clear cause explaining death. A forensic autopsy was performed that attributed death to acute ventricle arrhythmia secondary to VNC, emphasizing the major role of an early and specific treatment to avoid such a fatal outcome."
PMC8385624,34471481,© The Author(s) 2020.,"A descriptive-observational study of a series case report of patients diagnosed with orbito-zygomatic complex (OZMC) fracture with lateral wall involvement, was conducted. All patients were assessed in the Oral and Maxillofacial Surgery Service at Hospital El Carmen, Maipu, Santiago, Chile. The purpose of this study was to evaluate a single-institution experience with the transconjunctival approach to the orbit, utilizing a lateral skin extension as unique approach to access to fronto-zygomatic suture, infraorbital rim and/or orbital floor. The authors identified 41 patients with OZMC fractures who underwent to surgical treatment over a 45 months period. Among this group, 21 patients needed fixation with osteosynthesis of the frontozygomatic suture, and 16 of whom were treated with the approach being studied. The authors assessed scleral exposure, eyelid position changes, ectropion, and entropion as outcome measures, and reported satisfactory outcomes at a minimum of 9 months follow-up. This study concludes that in our experience, the transconjunctival approach utilizing a lateral skin extension allows a direct, easy, and quick access to the entire infra orbital rim, orbital floor, fronto-zygomatic suture and lateral wall of the orbit, up to spheno-zygomatic suture, with low associated morbidity and complications."
PMC8343711,34466603,"Copyright© 2020, Galen Medical Journal.","True knots and tight loops of umbilical cord can cause serious fetal complications in monochorionic-monoamniotic twins but are usually unexpected in Monochorionic-diamniotic twins because of the presence of the intertwin membrane. This report presents a case of monochorionic-diamniotic twin gestation with a complex cord knots. A 31-year-old G2Ab1 with monochorionic-diamniotic twin pregnancy in the gestational age of 30 weeks presented with ruptured membrane since 3weeks before delivery. At the delivery time, multiple umbilical cord knots was found. Premature ruptured membrane can cause septostomy of the intertwin membrane, multiple umbilical cord knots and its complications. Therefore, these cases should be considered for evaluation of the presence of intertwin membrane and umbilical cord knots in each sonography examination."
PMC8343612,34466596,"Copyright© 2020, Galen Medical Journal.","Plastic biliary stent placement has been widely used as a safe approach for the management of hilar neoplasms or the dilation of benign biliary obstruction. Despite the complexity of this procedure, this approach is followed by a few complications. The incidence rate of stent migration is about 10%. In a majority of cases, the migrated stents are retained within the gastrointestinal tract and pass through the intestine with no complication or need for medical intervention. In this paper, we described the case of the migrated biliary stent with prolonged abdominal pain, which was removed successfully by using double-balloon. In the case of patient with prolonged abdominal pain and previous history of biliary stent placement, migration of stent should be considered as differential diagnosis and Double-Balloon Enteroscopy can be a safe approach in those cases."
